Model,Brand,Variant,Manufacturing_year,Driven_km,Fuel_type,Transmission,Selling_Price,location
['i20'],['Hyundai'],Magna Plus,2018,3900,Petrol,Manual,6.25,New Delhi
['X1'],['BMW'],xDrive 20d xLine,2017,40000,Diesel,Automatic,25,New Delhi
['Etios'],['Toyota'],G,2011,81000,Petrol,Manual,2.6,New Delhi
"['Etios', 'Liva']",['Toyota'],1.2 V Dual Tone,2018,42000,Petrol,Manual,4.85,New Delhi
['Tucson'],['Hyundai'],2.0 Dual VTVT 2WD AT GL,2017,52277,Petrol,Automatic,14.5,New Delhi
['i10'],['Hyundai'],Sportz,2015,55000,Petrol,Manual,3.1,New Delhi
"['SX4', 'S', 'Cross']",['Maruti'],DDiS 200 Zeta,2015,43000,Diesel,Manual,5.85,New Delhi
['Verna'],['Hyundai'],1.6 EX VTVT,2012,52000,Petrol,Manual,3.9,New Delhi
['Ecosport'],['Ford'],1.5 Petrol Titanium Plus AT BSIV,2017,40000,Petrol,Automatic,7.5,New Delhi
['Swift'],['Maruti'],LXI,2016,45000,Petrol,Manual,4.4,New Delhi
['i20'],['Hyundai'],1.2 Asta,2017,26000,Petrol,Manual,6.4,New Delhi
['Vento'],['Volkswagen'],1.2 TSI Highline Plus AT,2018,59000,Petrol,Automatic,8.95,New Delhi
['Outlander'],['Mitsubishi'],2.4,2009,57000,Petrol,Automatic,3.9,New Delhi
['SX4'],['Maruti'],Zxi BSIII,2007,109587,Petrol,Manual,1.54,New Delhi
"['3', 'Series']",['BMW'],320d Luxury Line,2017,46000,Diesel,Automatic,25,New Delhi
['X7'],['BMW'],xDrive30d DPE Signature,2020,5000,Diesel,Automatic,118,New Delhi
['Corolla'],['Toyota'],H4,2008,187000,Petrol,Automatic,1.4,New Delhi
"['Swift', 'Dzire']",['Maruti'],VXi,2009,86000,Petrol,Manual,1.98,New Delhi
['Ecosport'],['Ford'],1.5 Petrol Titanium AT,2017,40000,Petrol,Automatic,7.5,New Delhi
['Amaze'],['Honda'],S i-Dtech,2014,61000,Diesel,Manual,2.8,New Delhi
"['3', 'Series', 'GT']",['BMW'],Luxury Line,2017,48000,Diesel,Automatic,31,New Delhi
['Amaze'],['Honda'],S i-Dtech,2014,61000,Diesel,Manual,2.8,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Titanium,2015,42000,Diesel,Manual,5.2,New Delhi
['X6'],['BMW'],xDrive 35i M Sport,2018,40000,Petrol,Automatic,60,New Delhi
['Innova'],['Toyota'],2.5 VX 8 STR BSIV,2012,63400,Diesel,Manual,6.45,New Delhi
['SX4'],['Maruti'],Vxi BSIII,2009,83000,Petrol,Manual,1.95,New Delhi
"['3', 'Series', 'GT']",['BMW'],Luxury Line,2017,48000,Diesel,Automatic,31,New Delhi
['i10'],['Hyundai'],Magna 1.1L,2013,49000,Petrol,Manual,2.9,New Delhi
['Swift'],['Maruti'],1.2 DLX,2014,44000,Petrol,Manual,3.8,New Delhi
['Swift'],['Maruti'],VXI BSIV,2016,36000,Petrol,Manual,4.27,New Delhi
['Etios'],['Toyota'],G,2011,58000,Petrol,Manual,2.8,New Delhi
['Creta'],['Hyundai'],1.6 VTVT E Plus,2016,21000,Petrol,Manual,8.25,New Delhi
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2012,85000,Petrol,Automatic,4.75,New Delhi
['Fortuner'],['Toyota'],4x2 4 Speed AT,2012,101000,Diesel,Automatic,11.99,New Delhi
['Creta'],['Hyundai'],1.6 E Plus,2017,60000,Petrol,Manual,8.25,New Delhi
['Ertiga'],['Maruti'],ZDI,2014,78000,Diesel,Manual,5.12,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI BE Avantgare,2013,39100,Diesel,Automatic,13.5,New Delhi
['Duster'],['Renault'],110PS Diesel RxZ,2012,75000,Diesel,Manual,3.75,New Delhi
['A4'],['Audi'],30 TFSI Premium Plus,2017,12000,Petrol,Automatic,28,New Delhi
['Swift'],['Maruti'],LXI,2012,68000,Petrol,Manual,2.99,New Delhi
['Ertiga'],['Maruti'],VXI Petrol,2019,49000,Petrol,Manual,9.1,New Delhi
['i10'],['Hyundai'],Sportz AT,2012,48000,Petrol,Automatic,2.7,New Delhi
"['Wagon', 'R']",['Maruti'],VXI,2014,23000,Petrol,Manual,3.25,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Sport Edition,2013,34001,Diesel,Automatic,12.75,New Delhi
['Sunny'],['Nissan'],XV CVT,2017,29000,Petrol,Automatic,5.85,New Delhi
['City'],['Honda'],i VTEC CVT VX,2015,62000,Petrol,Automatic,7.25,New Delhi
['CLA'],['Mercedes-Benz'],200 CDI Sport,2018,18000,Diesel,Automatic,28,New Delhi
['i20'],['Hyundai'],Era 1.2,2013,54000,Petrol,Manual,3.5,New Delhi
['Baleno'],['Maruti'],1.3 Alpha,2015,61000,Diesel,Manual,5.4,New Delhi
"['Optra', 'Magnum']",['Chevrolet'],2.0 LT,2011,88000,Diesel,Manual,1.45,New Delhi
['XUV300'],['Mahindra'],W8 Diesel Sunroof,2019,50000,Diesel,Manual,10.25,New Delhi
['Xcent'],['Hyundai'],1.2 Kappa S Option,2015,16000,Petrol,Manual,4.25,New Delhi
['Amaze'],['Honda'],S i-Dtech,2014,33102,Diesel,Manual,3.85,New Delhi
['Compass'],['Jeep'],1.4 Limited Option Black,2018,21000,Petrol,Automatic,15.9,New Delhi
['XUV500'],['Mahindra'],W6 2WD,2018,52923,Diesel,Manual,11.5,New Delhi
['City'],['Honda'],1.5 E MT,2009,65578,Petrol,Manual,1.6,New Delhi
['i10'],['Hyundai'],Magna,2011,54000,Petrol,Manual,2.2,New Delhi
['i20'],['Hyundai'],Sportz Option 1.2,2015,45000,Petrol,Manual,4.9,New Delhi
['Mobilio'],['Honda'],E i-DTEC,2014,84000,Diesel,Manual,3.9,New Delhi
['Q3'],['Audi'],35 TDI Quattro Premium Plus,2017,35000,Diesel,Automatic,25,New Delhi
"['GO', 'Plus']",['Datsun'],T,2017,34000,Petrol,Manual,3.25,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Avantgarde,2018,3001,Diesel,Automatic,36,New Delhi
['XUV500'],['Mahindra'],AT W6 2WD,2016,48000,Diesel,Automatic,9.65,New Delhi
"['Santro', 'Xing']",['Hyundai'],GL Plus,2011,66000,Petrol,Manual,1.93,New Delhi
['Hector'],['MG'],Sharp DCT,2021,4000,Petrol,Automatic,18.9,New Delhi
['Ciaz'],['Maruti'],Zeta,2018,35000,Petrol,Manual,7.9,New Delhi
['EON'],['Hyundai'],D Lite Plus Option,2018,18000,Petrol,Manual,2.75,New Delhi
['Altroz'],['Tata'],XZ,2020,7000,Petrol,Manual,7.5,New Delhi
['Nano'],['Tata'],Twist XT,2014,35000,Petrol,Manual,1.25,New Delhi
['i10'],['Hyundai'],Magna 1.2 iTech SE,2013,50000,Petrol,Manual,2.44,New Delhi
"['A3', 'cabriolet']",['Audi'],40 TFSI Premium Plus,2015,17900,Petrol,Automatic,35,New Delhi
"['6', 'Series']",['BMW'],GT 630i Luxury Line 2018-2021,2019,17900,Petrol,Automatic,53,New Delhi
"['6', 'Series']",['BMW'],GT 630i Luxury Line 2018-2021,2018,39000,Petrol,Automatic,55,New Delhi
['M-Class'],['Mercedes-Benz'],ML 250 CDI,2014,82000,Diesel,Automatic,23.5,New Delhi
"['5', 'Series']",['BMW'],520d Prestige Plus,2016,55000,Diesel,Automatic,24.75,New Delhi
"['5', 'Series']",['BMW'],520d Luxury Line,2018,75000,Diesel,Automatic,38.5,New Delhi
['GL-Class'],['Mercedes-Benz'],350 CDI Blue Efficiency,2013,80000,Diesel,Automatic,30.5,New Delhi
"['Corolla', 'Altis']",['Toyota'],GL MT,2015,57000,Petrol,Manual,9.9,New Delhi
"['Etios', 'Cross']",['Toyota'],1.4L VD,2014,168945,Diesel,Manual,3.28,New Delhi
"['Swift', 'Dzire']",['Maruti'],VDI,2014,125739,Diesel,Manual,3.6,New Delhi
['V-Class'],['Mercedes-Benz'],Exclusive,2019,15000,Diesel,Automatic,85,New Delhi
['Spark'],['Chevrolet'],1.0 LS,2011,56000,Petrol,Manual,1.3,New Delhi
['City'],['Honda'],i VTEC SV,2015,80000,Petrol,Manual,6.5,New Delhi
['City'],['Honda'],i VTEC V,2009,90000,Petrol,Manual,3.8,New Delhi
['A4'],['Audi'],2.0 TDI,2014,46003,Diesel,Automatic,13.75,New Delhi
['S-Class'],['Mercedes-Benz'],320 CDI,2009,41000,Diesel,Automatic,11.5,New Delhi
['M-Class'],['Mercedes-Benz'],ML 350 4Matic,2013,55000,Diesel,Automatic,20,New Delhi
['Terrano'],['Nissan'],XV 110 PS,2014,65000,Diesel,Manual,5.5,New Delhi
"['Corolla', 'Altis']",['Toyota'],1.8 VL CVT,2017,50000,Petrol,Automatic,13.75,New Delhi
['Scorpio'],['Mahindra'],S8 8 Seater,2015,85000,Diesel,Manual,8.5,New Delhi
"['Swift', 'Dzire']",['Maruti'],LDI,2013,70000,Diesel,Manual,3.3,New Delhi
"['Swift', 'Dzire']",['Maruti'],AMT ZXI Plus BS IV,2019,1900,Petrol,Automatic,7.45,New Delhi
['Brio'],['Honda'],1.2 VX MT,2017,54000,Petrol,Manual,3.95,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Avantgarde,2016,38000,Diesel,Automatic,26,New Delhi
['Mustang'],['Ford'],V8,2017,6500,Petrol,Automatic,72,New Delhi
['Innova'],['Toyota'],2.5 G (Diesel) 7 Seater BS IV,2013,145449,Diesel,Manual,5.5,New Delhi
['Q3'],['Audi'],2.0 TDI Quattro Premium Plus,2014,56000,Diesel,Automatic,14.5,New Delhi
['A4'],['Audi'],2.0 TDI 177 Bhp Premium Plus,2013,68000,Diesel,Automatic,10.95,New Delhi
['E-Class'],['Mercedes-Benz'],Expression E 220 d BSIV,2017,28000,Diesel,Automatic,44,New Delhi
['Cayenne'],['Porsche'],Turbo S,2020,19000,Petrol,Automatic,177,New Delhi
"['Rover', 'Range', 'Rover']",['Land'],4.4 Diesel LWB Autobiography,2018,43000,Diesel,Automatic,225,New Delhi
['Polo'],['Volkswagen'],1.5 TDI Trendline,2015,69439,Diesel,Manual,2.4,New Delhi
"['Grand', 'i10']",['Hyundai'],CRDi Sportz,2014,114142,Diesel,Manual,2.73,New Delhi
"['Santro', 'Xing']",['Hyundai'],XO,2007,93031,Petrol,Manual,0.72,New Delhi
['Duster'],['Renault'],85PS Diesel RxE,2013,100687,Diesel,Manual,2.57,New Delhi
['Ertiga'],['Maruti'],ZDI,2012,92811,Diesel,Manual,4.01,New Delhi
"['Wagon', 'R']",['Maruti'],LXI Minor,2007,56997,Petrol,Manual,0.85,New Delhi
"['Wagon', 'R']",['Maruti'],LXI Minor,2007,62555,Petrol,Manual,0.75,New Delhi
['Creta'],['Hyundai'],1.6 CRDi SX Plus,2015,72000,Diesel,Manual,8.25,New Delhi
['Ciaz'],['Maruti'],1.3 Alpha,2017,122159,Diesel,Manual,5.06,New Delhi
"['7', 'Series']",['BMW'],730Ld DPE Signature,2019,26000,Diesel,Automatic,97,New Delhi
['Verna'],['Hyundai'],1.6 CRDI,2013,114676,Diesel,Manual,3.33,New Delhi
['E-Class'],['Mercedes-Benz'],E 63 AMG,2015,25000,Petrol,Automatic,75,New Delhi
"['Corolla', 'Altis']",['Toyota'],G,2010,146520,Petrol,Manual,2.19,New Delhi
['Etios'],['Toyota'],GD,2011,141920,Diesel,Manual,1.76,New Delhi
"['Grande', 'Punto']",['Fiat'],Active (Diesel),2012,134557,Diesel,Manual,1.2,New Delhi
['Civic'],['Honda'],1.8 S MT,2007,68332,Petrol,Manual,1.21,New Delhi
['Hector'],['MG'],Sharp AT BSIV,2020,4500,Petrol,Automatic,18.25,New Delhi
['Creta'],['Hyundai'],SX Opt Turbo,2020,15000,Petrol,Automatic,18.5,New Delhi
['Swift'],['Maruti'],LDI,2012,128929,Diesel,Manual,2.03,New Delhi
['Polo'],['Volkswagen'],Diesel Highline 1.2L,2012,149919,Diesel,Manual,2.24,New Delhi
['City'],['Honda'],i VTEC VX Option,2015,35000,Petrol,Manual,7.5,New Delhi
['Brio'],['Honda'],S MT,2013,47000,Petrol,Manual,3.1,New Delhi
['Rapid'],['Skoda'],1.6 MPI AT Elegance Black Package,2016,59000,Petrol,Automatic,5.45,New Delhi
['Polo'],['Volkswagen'],Petrol Highline 1.2L,2010,38000,Petrol,Manual,2.6,New Delhi
['Laura'],['Skoda'],Elegance 2.0 TDI CR MT,2012,80000,Diesel,Manual,3.89,New Delhi
"['Wagon', 'R']",['Maruti'],VXI Plus,2014,35000,Petrol,Manual,2.95,New Delhi
['i20'],['Hyundai'],Magna,2009,68300,Petrol,Manual,2,New Delhi
['Swift'],['Maruti'],VXI,2013,68000,Petrol,Manual,3.15,New Delhi
['Duster'],['Renault'],85PS Diesel RxL,2014,82000,Diesel,Manual,4.25,New Delhi
['Vento'],['Volkswagen'],1.6 Highline,2013,75000,Petrol,Manual,4.5,New Delhi
"['Corolla', 'Altis']",['Toyota'],GL,2010,79000,Petrol,Manual,3.3,New Delhi
['i10'],['Hyundai'],Magna,2012,56000,Petrol,Manual,2.65,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Titanium,2016,65000,Diesel,Manual,6,New Delhi
['Q5'],['Audi'],3.0 TDI Quattro,2012,80000,Diesel,Automatic,13,New Delhi
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2015,57000,Petrol,Automatic,11.25,New Delhi
['Verna'],['Hyundai'],1.6 SX VTVT (O),2015,65000,Petrol,Manual,6.5,New Delhi
['i20'],['Hyundai'],Sportz Option 1.2,2016,57206,Petrol,Manual,5.78,New Delhi
['Creta'],['Hyundai'],1.6 Gamma SX Plus,2015,78000,Petrol,Manual,8,New Delhi
['Q3'],['Audi'],35 TDI Quattro Premium Plus,2017,38000,Diesel,Automatic,21.95,New Delhi
['Baleno'],['Maruti'],1.2 Zeta,2020,12109,Petrol,Manual,7.21,New Delhi
"['Innova', 'Crysta']",['Toyota'],2.4 VX MT BSIV,2017,61284,Diesel,Manual,16.25,New Delhi
['Zest'],['Tata'],Quadrajet 1.3 75PS XE,2018,32000,Diesel,Manual,4.9,New Delhi
['i20'],['Hyundai'],1.4 Asta (AT),2010,66000,Petrol,Automatic,2.4,New Delhi
['Ciaz'],['Maruti'],ZXi Option,2015,67000,Petrol,Manual,6,New Delhi
['A3'],['Audi'],35 TDI Premium Plus,2017,33000,Diesel,Automatic,18.9,New Delhi
"['Santro', 'Xing']",['Hyundai'],GL,2008,67531,Petrol,Manual,1.25,New Delhi
"['Vitara', 'Brezza']",['Maruti'],VDi AMT,2018,40000,Diesel,Automatic,8.5,New Delhi
['Polo'],['Volkswagen'],1.0 MPI Comfortline,2018,40001,Petrol,Manual,5.74,New Delhi
['Elantra'],['Hyundai'],CRDi S,2013,36000,Diesel,Manual,5.95,New Delhi
"['Swift', 'Dzire']",['Maruti'],LDI,2015,56000,Diesel,Manual,4.7,New Delhi
['Ciaz'],['Maruti'],ZXi,2015,61000,Petrol,Manual,5.85,New Delhi
"['Grand', 'i10']",['Hyundai'],Magna AT,2016,40000,Petrol,Automatic,4.7,New Delhi
"['3', 'Series']",['BMW'],320d Luxury Line,2017,47000,Diesel,Automatic,25,New Delhi
['Ignis'],['Maruti'],1.2 Zeta BSIV,2017,33000,Petrol,Manual,4.75,New Delhi
"['Swift', 'Dzire']",['Maruti'],AMT VXI BS IV,2018,31000,Petrol,Automatic,6.49,New Delhi
['Ecosport'],['Ford'],1.5 Ti VCT MT Titanium BE BSIV,2018,38000,Petrol,Manual,8.75,New Delhi
['GLC'],['Mercedes-Benz'],300 4MATIC,2016,36001,Petrol,Automatic,35.5,New Delhi
['KWID'],['Renault'],RXE Optional,2017,25000,Petrol,Manual,3.37,New Delhi
"['Swift', 'Dzire']",['Maruti'],VDI,2012,148000,Diesel,Manual,3,New Delhi
['A4'],['Audi'],2.0 TDI,2013,68000,Diesel,Automatic,10.85,New Delhi
['Compass'],['Jeep'],1.4 Limited Option,2017,42277,Petrol,Automatic,14.25,New Delhi
['Lodgy'],['Renault'],110PS RxZ 8 Seater,2016,45000,Diesel,Manual,4.99,New Delhi
['Baleno'],['Maruti'],Zeta,2016,45000,Petrol,Manual,5,New Delhi
"['Wagon', 'R']",['Maruti'],LXI,2013,65248,Petrol,Manual,2.6,New Delhi
['GLS'],['Mercedes-Benz'],350d Grand Edition,2019,19000,Diesel,Automatic,76.45,New Delhi
['Swift'],['Maruti'],VDI BSIV,2015,55680,Diesel,Manual,4.45,New Delhi
"['Alto', 'K10']",['Maruti'],VXI AMT,2016,25000,Petrol,Automatic,3.25,New Delhi
['City'],['Honda'],V AT,2012,71000,Petrol,Automatic,4.51,New Delhi
"['Grand', 'i10']",['Hyundai'],1.2 Kappa Sportz BSIV,2017,28000,Petrol,Manual,4.99,New Delhi
"['Wagon', 'R']",['Maruti'],VXI 1.2,2019,65000,Petrol,Manual,5,New Delhi
['Duster'],['Renault'],110PS Diesel RxL,2014,88000,Diesel,Manual,3.88,New Delhi
['CR-V'],['Honda'],2.0L 2WD MT,2015,65000,Petrol,Manual,9.85,New Delhi
['City'],['Honda'],i-VTEC V,2021,1000,Petrol,Manual,11,New Delhi
"['Corolla', 'Altis']",['Toyota'],1.8 G CVT,2018,29032,Petrol,Automatic,15,New Delhi
['CR-V'],['Honda'],2.0L 2WD MT,2015,65000,Petrol,Manual,9.85,New Delhi
['City'],['Honda'],i-VTEC V,2021,1000,Petrol,Manual,11,New Delhi
['X6'],['BMW'],xDrive 35i M Sport,2018,17000,Petrol,Automatic,72.5,New Delhi
['X1'],['BMW'],xDrive 20d xLine,2017,60000,Diesel,Automatic,22,New Delhi
['GLS'],['Mercedes-Benz'],350d Grand Edition,2019,24000,Diesel,Automatic,78,New Delhi
['i20'],['Hyundai'],Sportz 1.4 CRDi,2017,17000,Diesel,Manual,6.75,New Delhi
['XUV500'],['Mahindra'],W6 2WD,2015,79000,Diesel,Manual,7.25,New Delhi
['City'],['Honda'],i VTEC CVT SV,2015,72000,Petrol,Automatic,6.75,New Delhi
"['Santa', 'Fe']",['Hyundai'],4WD AT,2015,162000,Diesel,Automatic,10.75,New Delhi
['Ciaz'],['Maruti'],AT ZXi,2014,48000,Petrol,Automatic,5.75,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],220 CDI AT,2015,24000,Diesel,Automatic,25,New Delhi
"['3', 'Series']",['BMW'],320d,2011,60000,Diesel,Automatic,7.9,New Delhi
['i10'],['Hyundai'],Magna,2015,35208,Petrol,Manual,3.45,New Delhi
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2010,40000,Petrol,Automatic,4.4,New Delhi
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 S diesel 2020-2021,2020,2700,Diesel,Automatic,58,New Delhi
['Cooper'],['Mini'],S,2017,28900,Petrol,Automatic,34.5,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],220 CDI AT,2015,38000,Diesel,Automatic,24.5,New Delhi
['XF'],['Jaguar'],2.0 Diesel Pure,2016,34000,Diesel,Automatic,30,New Delhi
['Verna'],['Hyundai'],CRDi 1.6 AT SX Plus,2017,38000,Diesel,Automatic,10.45,New Delhi
['Venue'],['Hyundai'],SX Plus Turbo DCT,2019,6000,Petrol,Automatic,11.25,New Delhi
['Ciaz'],['Maruti'],1.3 Zeta,2017,48000,Diesel,Manual,7.5,New Delhi
['E-Class'],['Mercedes-Benz'],220 CDI,2012,39000,Diesel,Automatic,10.9,New Delhi
['E-Class'],['Mercedes-Benz'],Exclusive E 220d,2020,28000,Diesel,Automatic,60,New Delhi
['TT'],['Audi'],45 TFSI,2016,35000,Petrol,Automatic,36,New Delhi
"['3', 'Series']",['BMW'],320d,2012,57000,Diesel,Automatic,10,New Delhi
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2011,63542,Petrol,Automatic,5.25,New Delhi
['Wrangler'],['Jeep'],Rubicon,2021,1001,Petrol,Automatic,62,New Delhi
"['Innova', 'Crysta']",['Toyota'],2.4 G MT,2018,29000,Diesel,Manual,17,New Delhi
['Scorpio'],['Mahindra'],S7 140 BSIV,2018,60000,Diesel,Manual,11.6,New Delhi
"['Wagon', 'R']",['Maruti'],LXI BS IV,2011,73000,Petrol,Manual,2,New Delhi
['X1'],['BMW'],xDrive 20d xLine,2016,31000,Diesel,Automatic,19.5,New Delhi
['Superb'],['Skoda'],Elegance 2.0 TDI CR AT,2014,90000,Diesel,Automatic,9.5,New Delhi
['i20'],['Hyundai'],Sportz 1.2,2015,50000,Petrol,Manual,5,New Delhi
['Swift'],['Maruti'],VVT VXI,2014,47123,Petrol,Manual,4.25,New Delhi
['Ciaz'],['Maruti'],Zeta Diesel,2016,54000,Diesel,Manual,6.4,New Delhi
['CLA'],['Mercedes-Benz'],200 CDI Style,2018,39999,Diesel,Automatic,25,New Delhi
['Superb'],['Skoda'],Style 1.8 TSI AT,2019,7000,Petrol,Automatic,25.25,New Delhi
['Superb'],['Skoda'],Style 1.8 TSI AT,2019,7000,Petrol,Automatic,25.25,New Delhi
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 TD4 SE Dynamic,2018,28000,Diesel,Automatic,44,New Delhi
['Seltos'],['Kia'],GTX Plus,2019,14700,Petrol,Manual,15,New Delhi
"['Alto', '800']",['Maruti'],LXI Optional,2018,60000,Petrol,Manual,2.85,New Delhi
"['Wagon', 'R']",['Maruti'],VXI Opt,2016,40000,Petrol,Manual,3.33,New Delhi
"['Alto', '800']",['Maruti'],LXI,2015,56000,Petrol,Manual,2.5,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Trend,2015,54000,Diesel,Manual,5.25,New Delhi
['i20'],['Hyundai'],Sportz 1.4 CRDi,2015,58500,Diesel,Manual,4.29,New Delhi
['SX4'],['Maruti'],ZDI,2011,118308,Diesel,Manual,2.26,New Delhi
['Duster'],['Renault'],110PS Diesel RxL,2015,65000,Diesel,Manual,5.25,New Delhi
['XL6'],['Maruti'],Alpha AT,2020,15000,Petrol,Automatic,12.65,New Delhi
"['Corolla', 'Altis']",['Toyota'],G,2008,65000,Petrol,Manual,2.47,New Delhi
"['Rover', 'Discovery', 'Sport']",['Land'],TD4 HSE,2016,85000,Diesel,Automatic,32,New Delhi
['Venue'],['Hyundai'],SX Plus Turbo DCT,2019,14000,Petrol,Automatic,10.95,New Delhi
"['Ssangyong', 'Rexton']",['Mahindra'],RX5,2014,65000,Diesel,Manual,6.51,New Delhi
['Mobilio'],['Honda'],V i-DTEC,2015,58000,Diesel,Manual,4.75,New Delhi
['Duster'],['Renault'],85PS Diesel RxL,2014,81000,Diesel,Manual,4.15,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Titanium Plus,2016,49000,Diesel,Manual,6.49,New Delhi
"['TUV', '300']",['Mahindra'],T8 AMT,2016,63000,Diesel,Automatic,6.8,New Delhi
['Swift'],['Maruti'],VVT VXI,2018,24000,Petrol,Manual,5.75,New Delhi
['Jazz'],['Honda'],1.2 V i VTEC,2015,44794,Petrol,Manual,5.15,New Delhi
['Celerio'],['Maruti'],VXI AT Optional,2015,15000,Petrol,Automatic,3.85,New Delhi
['Baleno'],['Maruti'],Zeta,2020,9000,Petrol,Manual,7.35,New Delhi
['Endeavour'],['Ford'],3.2 Titanium AT 4X4,2018,30000,Diesel,Automatic,29.5,New Delhi
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 TD4 SE Dynamic,2018,28000,Diesel,Automatic,44,New Delhi
['Q7'],['Audi'],35 TDI Quattro Premium Plus,2015,48001,Diesel,Automatic,28,New Delhi
['Baleno'],['Maruti'],Zeta CVT,2017,59000,Petrol,Automatic,6.25,New Delhi
"['6', 'Series']",['BMW'],640d Coupe,2012,60783,Diesel,Automatic,30.25,New Delhi
"['3', 'Series']",['BMW'],320d Luxury Line,2017,45000,Diesel,Automatic,24.5,New Delhi
['X1'],['BMW'],sDrive 20d xLine,2019,17000,Diesel,Automatic,34.5,New Delhi
['Baleno'],['Maruti'],1.2 Delta,2018,46000,Petrol,Manual,5.25,New Delhi
['Ciaz'],['Maruti'],Zeta Diesel,2016,54000,Diesel,Manual,6.4,New Delhi
['i20'],['Hyundai'],Sportz Option 1.2,2014,39000,Petrol,Manual,3.69,New Delhi
"['Wagon', 'R']",['Maruti'],VXI Plus,2014,35000,Petrol,Manual,2.95,New Delhi
"['5', 'Series']",['BMW'],520d Luxury Line,2018,38000,Diesel,Automatic,41.75,New Delhi
"['Swift', 'Dzire']",['Maruti'],VXI,2012,52000,Petrol,Manual,3.23,New Delhi
"['3', 'Series']",['BMW'],320d Prestige,2013,57350,Diesel,Automatic,11,New Delhi
['i10'],['Hyundai'],Magna 1.1 iTech SE,2012,65000,Petrol,Manual,2.35,New Delhi
"['Grand', 'i10']",['Hyundai'],CRDi Magna,2013,47000,Diesel,Manual,2.75,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Titanium Plus,2016,49000,Diesel,Manual,6.49,New Delhi
['Fortuner'],['Toyota'],2.8 2WD AT BSIV,2016,89000,Diesel,Automatic,24.75,New Delhi
['Seltos'],['Kia'],GTX Plus,2019,14700,Petrol,Manual,15,New Delhi
"['Rover', 'Discovery', 'Sport']",['Land'],SD4 HSE Luxury 7S,2020,6000,Diesel,Automatic,58,New Delhi
['Swift'],['Maruti'],VXI,2018,41000,Petrol,Manual,5.25,New Delhi
['A6'],['Audi'],35 TDI,2016,62600,Diesel,Automatic,25.75,New Delhi
['X1'],['BMW'],sDrive 20d xLine,2017,46000,Diesel,Automatic,24.95,New Delhi
['A6'],['Audi'],45 TFSI Technology,2021,4500,Petrol,Automatic,54.5,New Delhi
['Elantra'],['Hyundai'],2.0 SX Option AT,2018,15000,Petrol,Automatic,15.5,New Delhi
"['New', 'C-Class']",['Mercedes-Benz'],C 200 CGI Avantgarde,2016,25001,Petrol,Automatic,29,New Delhi
['i20'],['Hyundai'],Sportz 1.4 CRDi,2015,58500,Diesel,Manual,4.29,New Delhi
['E-Class'],['Mercedes-Benz'],Exclusive E 220d,2020,28000,Diesel,Automatic,60,New Delhi
['Polo'],['Volkswagen'],GT TSI Sport Edition,2015,49200,Petrol,Automatic,5.5,New Delhi
['S-Class'],['Mercedes-Benz'],S 350 CDI,2014,65000,Diesel,Automatic,43.9,New Delhi
['CLA'],['Mercedes-Benz'],200 CDI Style,2018,39999,Diesel,Automatic,25,New Delhi
['Ecosport'],['Ford'],1.5 Diesel Titanium BSIV,2019,18240,Diesel,Manual,9,New Delhi
['Thar'],['Mahindra'],CRDe ABS,2019,39421,Diesel,Manual,8.9,New Delhi
['Camry'],['Toyota'],2.5 G,2015,95000,Petrol,Automatic,13.5,New Delhi
"['Santa', 'Fe']",['Hyundai'],4WD AT,2014,63421,Diesel,Automatic,10.5,New Delhi
['Sunny'],['Nissan'],Diesel XV,2012,40100,Diesel,Manual,3.15,New Delhi
"['Innova', 'Crysta']",['Toyota'],2.4 G MT,2018,29000,Diesel,Manual,17,New Delhi
['Fortuner'],['Toyota'],2.8 2WD AT BSIV,2016,89000,Diesel,Automatic,24.75,New Delhi
['Seltos'],['Kia'],GTX Plus,2019,14700,Petrol,Manual,15,New Delhi
"['Rover', 'Discovery', 'Sport']",['Land'],SD4 HSE Luxury 7S,2020,6000,Diesel,Automatic,58,New Delhi
['Swift'],['Maruti'],VXI,2018,41000,Petrol,Manual,5.25,New Delhi
['A6'],['Audi'],35 TDI,2016,62600,Diesel,Automatic,25.75,New Delhi
['X1'],['BMW'],sDrive 20d xLine,2017,46000,Diesel,Automatic,24.95,New Delhi
